date,vessel_class,eua_carbon_price_eur_per_ton,avg_cii_rating,co2_emissions_tons_per_voyage,carbon_tax_cost_usd
2025-06-13,Handysize,96.81,B,523.23,16411.86
2025-06-13,Supramax,96.81,B,805.99,33708.05
2025-06-13,Panamax,96.81,C,1131.18,59135.15
2025-06-13,Capesize,96.81,D,2106.41,132141.17
2025-06-16,Handysize,98.08,E,526.36,16726.63
2025-06-16,Supramax,98.08,B,821.32,34799.79
2025-06-16,Panamax,98.08,B,1158.96,61382.23
2025-06-16,Capesize,98.08,D,2193.44,139405.92
2025-06-17,Handysize,98.81,D,571.37,18292.09
2025-06-17,Supramax,98.81,B,856.19,36547.26
2025-06-17,Panamax,98.81,D,1167.63,62301.7
2025-06-17,Capesize,98.81,B,2135.6,136740.08
2025-06-18,Handysize,97.84,A,535.99,16990.97
2025-06-18,Supramax,97.84,C,788.62,33332.51
2025-06-18,Panamax,97.84,B,1146.53,60575.31
2025-06-18,Capesize,97.84,C,2189.56,138818.8
2025-06-19,Handysize,96.99,B,546.98,17188.72
2025-06-19,Supramax,96.99,C,853.84,35775.62
2025-06-19,Panamax,96.99,B,1197.39,62712.82
2025-06-19,Capesize,96.99,C,2041.66,128317.35
2025-06-20,Handysize,94.04,A,576.46,17564.14
2025-06-20,Supramax,94.04,C,821.46,33372.04
2025-06-20,Panamax,94.04,C,1157.76,58792.91
2025-06-20,Capesize,94.04,C,2113.09,128767.31
2025-06-23,Handysize,95.05,D,556.33,17132.85
2025-06-23,Supramax,95.05,B,797.77,32757.71
2025-06-23,Panamax,95.05,D,1150.97,59075.84
2025-06-23,Capesize,95.05,B,2021.03,124480.09
2025-06-24,Handysize,94.79,B,536.48,16476.35
2025-06-24,Supramax,94.79,B,821.41,33636.15
2025-06-24,Panamax,94.79,D,1103.23,56470.59
2025-06-24,Capesize,94.79,C,2168.44,133194.09
2025-06-25,Handysize,94.11,C,567.97,17318.34
2025-06-25,Supramax,94.11,B,829.14,33709.12
2025-06-25,Panamax,94.11,B,1133.55,57606.33
2025-06-25,Capesize,94.11,A,2007.21,122406.25
2025-06-26,Handysize,94.47,C,560.93,17169.1
2025-06-26,Supramax,94.47,C,837.87,34194.35
2025-06-26,Panamax,94.47,C,1147.75,58551.09
2025-06-26,Capesize,94.47,B,2130.32,130410.86
2025-06-27,Handysize,97.53,D,562.05,17760.62
2025-06-27,Supramax,97.53,B,796.67,33566.07
2025-06-27,Panamax,97.53,D,1207.03,63569.68
2025-06-27,Capesize,97.53,B,2112.58,133513.87
2025-06-30,Handysize,99.16,B,525.2,16873.54
2025-06-30,Supramax,99.16,B,825.5,35362.04
2025-06-30,Panamax,99.16,A,1179.55,63160.66
2025-06-30,Capesize,99.16,B,2191.46,140813.75
2025-07-01,Handysize,98.03,D,567.35,18020.01
2025-07-01,Supramax,98.03,B,815.6,34539.81
2025-07-01,Panamax,98.03,B,1199.51,63497.5
2025-07-01,Capesize,98.03,C,2165.23,137542.86
2025-07-02,Handysize,97.46,C,555.07,17527.47
2025-07-02,Supramax,97.46,B,797.18,33563.45
2025-07-02,Panamax,97.46,C,1147.95,60414.77
2025-07-02,Capesize,97.46,C,2129.26,134471.46
2025-07-03,Handysize,98.2,A,530.64,16883.27
2025-07-03,Supramax,98.2,B,858.15,36404.78
2025-07-03,Panamax,98.2,E,1100.25,58344.06
2025-07-03,Capesize,98.2,C,2136.05,135924.55
2025-07-04,Handysize,99.12,A,577.13,18534.46
2025-07-04,Supramax,99.12,A,858.88,36777.1
2025-07-04,Panamax,99.12,B,1200.59,64261.34
2025-07-04,Capesize,99.12,B,2193.94,140916.24
2025-07-07,Handysize,99.72,B,562.22,18164.92
2025-07-07,Supramax,99.72,D,782.69,33717.53
2025-07-07,Panamax,99.72,A,1159.15,62418.84
2025-07-07,Capesize,99.72,E,2164.72,139881.09
2025-07-08,Handysize,99.79,D,530.64,17156.63
2025-07-08,Supramax,99.79,D,785.57,33865.36
2025-07-08,Panamax,99.79,B,1127.19,60740.44
2025-07-08,Capesize,99.79,C,2187.13,141428.4
2025-07-09,Handysize,98.69,C,533.71,17065.68
2025-07-09,Supramax,98.69,B,813.95,34702.01
2025-07-09,Panamax,98.69,B,1164.49,62058.7
2025-07-09,Capesize,98.69,B,2144.3,137130.39
2025-07-10,Handysize,98.62,E,559.04,17862.94
2025-07-10,Supramax,98.62,B,849.39,36187.28
2025-07-10,Panamax,98.62,C,1124.46,59882.89
2025-07-10,Capesize,98.62,D,2035.85,130102.54
2025-07-11,Handysize,100.83,C,531.22,17354.38
2025-07-11,Supramax,100.83,E,810.55,35306.39
2025-07-11,Panamax,100.83,C,1165.45,63456.65
2025-07-11,Capesize,100.83,A,2113.52,138092.83
2025-07-14,Handysize,102.07,B,533.6,17646.51
2025-07-14,Supramax,102.07,E,823.53,36312.93
2025-07-14,Panamax,102.07,B,1135.4,62580.75
2025-07-14,Capesize,102.07,B,2158.9,142792.58
2025-07-15,Handysize,101.6,B,575.5,18944.54
2025-07-15,Supramax,101.6,A,785.26,34466.0
2025-07-15,Panamax,101.6,B,1129.12,61948.04
2025-07-15,Capesize,101.6,A,2008.0,132200.29
2025-07-16,Handysize,103.93,B,576.7,19419.4
2025-07-16,Supramax,103.93,C,840.94,37756.32
2025-07-16,Panamax,103.93,C,1193.99,67009.35
2025-07-16,Capesize,103.93,B,2004.07,134967.38
2025-07-17,Handysize,104.84,C,537.56,18259.92
2025-07-17,Supramax,104.84,B,789.25,35745.83
2025-07-17,Panamax,104.84,B,1179.49,66775.18
2025-07-17,Capesize,104.84,B,2081.23,141391.11
2025-07-18,Handysize,105.79,C,546.54,18733.18
2025-07-18,Supramax,105.79,C,845.54,38642.26
2025-07-18,Panamax,105.79,D,1189.61,67958.37
2025-07-18,Capesize,105.79,B,2081.52,142692.19
2025-07-21,Handysize,106.27,B,566.66,19510.94
2025-07-21,Supramax,106.27,C,844.33,38762.04
2025-07-21,Panamax,106.27,A,1097.57,62984.93
2025-07-21,Capesize,106.27,A,2135.11,147029.99
2025-07-22,Handysize,107.1,B,577.15,20027.34
2025-07-22,Supramax,107.1,C,839.89,38859.36
2025-07-22,Panamax,107.1,B,1113.86,64418.98
2025-07-22,Capesize,107.1,C,2144.78,148849.45
2025-07-23,Handysize,104.72,B,528.85,17943.5
2025-07-23,Supramax,104.72,A,856.43,38744.07
2025-07-23,Panamax,104.72,C,1126.0,63673.95
2025-07-23,Capesize,104.72,B,2179.12,147871.95
2025-07-24,Handysize,105.93,B,525.01,18019.04
2025-07-24,Supramax,105.93,B,781.02,35740.85
2025-07-24,Panamax,105.93,D,1097.18,62761.11
2025-07-24,Capesize,105.93,E,2194.7,150650.0
2025-07-25,Handysize,104.67,C,524.46,17786.05
2025-07-25,Supramax,104.67,C,785.84,35533.67
2025-07-25,Panamax,104.67,D,1124.69,63569.5
2025-07-25,Capesize,104.67,B,2123.2,144008.5
2025-07-28,Handysize,106.72,E,567.68,19628.83
2025-07-28,Supramax,106.72,B,841.38,38790.18
2025-07-28,Panamax,106.72,D,1119.28,64502.76
2025-07-28,Capesize,106.72,C,2067.81,142998.49
2025-07-29,Handysize,107.21,B,568.93,19762.38
2025-07-29,Supramax,107.21,B,794.02,36774.81
2025-07-29,Panamax,107.21,B,1160.01,67156.92
2025-07-29,Capesize,107.21,B,2097.79,145737.83
2025-07-30,Handysize,109.93,B,545.83,19441.0
2025-07-30,Supramax,109.93,C,831.87,39505.31
2025-07-30,Panamax,109.93,E,1154.15,68512.88
2025-07-30,Capesize,109.93,B,2097.19,149392.57
2025-07-31,Handysize,113.26,B,540.48,19833.58
2025-07-31,Supramax,113.26,C,819.28,40085.99
2025-07-31,Panamax,113.26,D,1150.59,70370.54
2025-07-31,Capesize,113.26,D,2041.38,149821.94
2025-08-01,Handysize,113.41,E,552.52,20302.26
2025-08-01,Supramax,113.41,B,844.9,41394.29
2025-08-01,Panamax,113.41,A,1124.97,68894.74
2025-08-01,Capesize,113.41,B,2070.89,152189.04
2025-08-04,Handysize,112.39,D,529.27,19273.03
2025-08-04,Supramax,112.39,B,808.61,39260.02
2025-08-04,Panamax,112.39,C,1199.94,72825.08
2025-08-04,Capesize,112.39,D,2012.75,146586.01
2025-08-05,Handysize,112.8,C,553.72,20236.92
2025-08-05,Supramax,112.8,B,814.58,39694.16
2025-08-05,Panamax,112.8,C,1165.99,71022.78
2025-08-05,Capesize,112.8,C,2025.78,148073.17
2025-08-06,Handysize,110.71,C,523.84,18790.16
2025-08-06,Supramax,110.71,D,838.39,40097.44
2025-08-06,Panamax,110.71,C,1190.25,71157.19
2025-08-06,Capesize,110.71,B,2092.32,150103.2
2025-08-07,Handysize,109.81,C,539.45,19192.79
2025-08-07,Supramax,109.81,D,814.08,38618.26
2025-08-07,Panamax,109.81,A,1194.72,70843.79
2025-08-07,Capesize,109.81,B,2038.37,145044.05
2025-08-08,Handysize,106.86,C,535.98,18557.04
2025-08-08,Supramax,106.86,B,845.34,39023.87
2025-08-08,Panamax,106.86,C,1113.01,64225.57
2025-08-08,Capesize,106.86,D,2150.91,148940.37
2025-08-11,Handysize,106.09,D,542.99,18664.28
2025-08-11,Supramax,106.09,C,781.19,35802.63
2025-08-11,Panamax,106.09,C,1194.59,68436.39
2025-08-11,Capesize,106.09,B,2087.93,143537.5
2025-08-12,Handysize,103.92,B,534.96,18012.15
2025-08-12,Supramax,103.92,C,826.97,37125.53
2025-08-12,Panamax,103.92,C,1113.47,62484.37
2025-08-12,Capesize,103.92,D,2063.31,138943.63
2025-08-13,Handysize,104.1,C,557.61,18807.29
2025-08-13,Supramax,104.1,A,781.87,35161.63
2025-08-13,Panamax,104.1,B,1165.18,65499.43
2025-08-13,Capesize,104.1,C,2018.48,136160.2
2025-08-14,Handysize,105.3,B,545.81,18621.51
2025-08-14,Supramax,105.3,C,858.79,39066.01
2025-08-14,Panamax,105.3,B,1121.59,63775.85
2025-08-14,Capesize,105.3,D,2171.06,148140.98
2025-08-15,Handysize,103.81,B,569.19,19144.39
2025-08-15,Supramax,103.81,A,795.89,35692.42
2025-08-15,Panamax,103.81,C,1196.77,67087.81
2025-08-15,Capesize,103.81,D,2084.21,140202.47
2025-08-18,Handysize,102.99,C,550.81,18379.85
2025-08-18,Supramax,102.99,B,799.85,35586.67
2025-08-18,Panamax,102.99,D,1151.69,64050.78
2025-08-18,Capesize,102.99,C,2016.89,134602.24
2025-08-19,Handysize,104.1,C,553.25,18660.24
2025-08-19,Supramax,104.1,A,812.74,36549.89
2025-08-19,Panamax,104.1,D,1190.51,66923.33
2025-08-19,Capesize,104.1,A,2078.67,140220.43
2025-08-20,Handysize,102.96,C,568.65,18969.62
2025-08-20,Supramax,102.96,B,850.76,37840.72
2025-08-20,Panamax,102.96,B,1201.4,66795.92
2025-08-20,Capesize,102.96,B,2189.6,146085.91
2025-08-21,Handysize,104.74,C,527.46,17899.76
2025-08-21,Supramax,104.74,C,801.63,36271.9
2025-08-21,Panamax,104.74,C,1102.07,62332.64
2025-08-21,Capesize,104.74,C,2101.93,142661.18
2025-08-22,Handysize,104.7,C,570.56,19354.99
2025-08-22,Supramax,104.7,A,847.28,38322.81
2025-08-22,Panamax,104.7,B,1106.0,62531.03
2025-08-22,Capesize,104.7,C,2002.5,135860.81
2025-08-25,Handysize,104.95,E,542.91,18461.0
2025-08-25,Supramax,104.95,D,828.3,37553.8
2025-08-25,Panamax,104.95,C,1124.63,63736.16
2025-08-25,Capesize,104.95,B,2196.85,149402.5
2025-08-26,Handysize,103.37,B,561.0,18788.94
2025-08-26,Supramax,103.37,C,805.2,35956.88
2025-08-26,Panamax,103.37,C,1121.65,62610.28
2025-08-26,Capesize,103.37,A,2012.32,134792.76
2025-08-27,Handysize,102.83,B,549.76,18316.31
2025-08-27,Supramax,102.83,A,834.34,37063.52
2025-08-27,Panamax,102.83,D,1104.38,61324.23
2025-08-27,Capesize,102.83,B,2151.36,143353.38
2025-08-28,Handysize,101.9,E,567.83,18747.25
2025-08-28,Supramax,101.9,B,844.25,37164.56
2025-08-28,Panamax,101.9,C,1108.5,60996.32
2025-08-28,Capesize,101.9,C,2158.17,142506.55
2025-08-29,Handysize,101.6,B,557.74,18359.91
2025-08-29,Supramax,101.6,A,842.62,36983.6
2025-08-29,Panamax,101.6,B,1136.61,62358.97
2025-08-29,Capesize,101.6,B,2198.04,144711.92
2025-09-01,Handysize,101.7,C,567.37,18695.3
2025-09-01,Supramax,101.7,C,854.22,37529.64
2025-09-01,Panamax,101.7,C,1176.39,64604.99
2025-09-01,Capesize,101.7,B,2059.55,135727.64
2025-09-02,Handysize,99.31,C,561.71,18073.83
2025-09-02,Supramax,99.31,E,816.3,35020.84
2025-09-02,Panamax,99.31,C,1163.58,62399.77
2025-09-02,Capesize,99.31,A,2159.52,138971.33
2025-09-03,Handysize,98.57,C,551.18,17602.86
2025-09-03,Supramax,98.57,B,836.85,35634.95
2025-09-03,Panamax,98.57,B,1192.23,63459.78
2025-09-03,Capesize,98.57,C,2106.38,134541.57
2025-09-04,Handysize,98.99,C,535.08,17161.49
2025-09-04,Supramax,98.99,B,788.48,33718.31
2025-09-04,Panamax,98.99,C,1103.18,58970.05
2025-09-04,Capesize,98.99,B,2004.07,128552.11
2025-09-05,Handysize,96.45,C,565.39,17668.32
2025-09-05,Supramax,96.45,C,845.18,35215.61
2025-09-05,Panamax,96.45,A,1131.24,58918.37
2025-09-05,Capesize,96.45,C,2155.8,134736.64
2025-09-08,Handysize,93.39,B,529.32,16016.36
2025-09-08,Supramax,93.39,E,793.86,32027.87
2025-09-08,Panamax,93.39,B,1189.27,59975.6
2025-09-08,Capesize,93.39,A,2174.35,131584.53
2025-09-09,Handysize,91.37,C,525.25,15549.44
2025-09-09,Supramax,91.37,C,842.88,33270.02
2025-09-09,Panamax,91.37,D,1129.8,55744.11
2025-09-09,Capesize,91.37,B,2027.84,120063.86
2025-09-10,Handysize,88.74,B,576.8,16584.02
2025-09-10,Supramax,88.74,A,815.15,31249.33
2025-09-10,Panamax,88.74,B,1173.31,56224.55
2025-09-10,Capesize,88.74,B,2190.34,125952.26
2025-09-11,Handysize,88.97,C,573.67,16536.77
2025-09-11,Supramax,88.97,C,809.93,31129.69
2025-09-11,Panamax,88.97,B,1159.05,55685.17
2025-09-11,Capesize,88.97,A,2134.81,123077.26
2025-09-12,Handysize,89.4,C,528.18,15299.05
2025-09-12,Supramax,89.4,D,792.7,30614.71
2025-09-12,Panamax,89.4,B,1172.57,56606.99
2025-09-12,Capesize,89.4,C,2170.87,125761.1
2025-09-15,Handysize,89.49,C,555.91,16118.48
2025-09-15,Supramax,89.49,D,779.34,30129.04
2025-09-15,Panamax,89.49,B,1128.79,54548.33
2025-09-15,Capesize,89.49,D,2062.83,119622.52
2025-09-16,Handysize,89.27,D,548.89,15875.81
2025-09-16,Supramax,89.27,B,784.37,30248.95
2025-09-16,Panamax,89.27,D,1177.97,56784.99
2025-09-16,Capesize,89.27,B,2129.7,123196.67
2025-09-17,Handysize,89.5,B,528.93,15337.91
2025-09-17,Supramax,89.5,D,827.26,31985.18
2025-09-17,Panamax,89.5,B,1102.55,53286.24
2025-09-17,Capesize,89.5,B,2093.4,121408.83
2025-09-18,Handysize,89.46,C,531.51,15405.84
2025-09-18,Supramax,89.46,C,843.81,32610.49
2025-09-18,Panamax,89.46,B,1104.35,53349.38
2025-09-18,Capesize,89.46,D,2152.1,124757.41
2025-09-19,Handysize,89.33,B,549.46,15902.98
2025-09-19,Supramax,89.33,B,846.6,32670.77
2025-09-19,Panamax,89.33,C,1196.78,57730.51
2025-09-19,Capesize,89.33,B,2067.48,119677.82
2025-09-22,Handysize,87.12,C,544.61,15372.64
2025-09-22,Supramax,87.12,A,782.46,29448.54
2025-09-22,Panamax,87.12,C,1113.95,52405.55
2025-09-22,Capesize,87.12,B,2161.21,122008.43
2025-09-23,Handysize,85.22,B,555.1,15327.02
2025-09-23,Supramax,85.22,B,827.55,30466.29
2025-09-23,Panamax,85.22,B,1156.13,53203.72
2025-09-23,Capesize,85.22,A,2013.45,111187.86
2025-09-24,Handysize,83.65,C,570.13,15452.01
2025-09-24,Supramax,83.65,B,790.28,28558.19
2025-09-24,Panamax,83.65,D,1163.49,52556.01
2025-09-24,Capesize,83.65,B,2094.57,113536.59
2025-09-25,Handysize,85.38,E,546.56,15119.55
2025-09-25,Supramax,85.38,B,857.42,31625.22
2025-09-25,Panamax,85.38,B,1106.34,51008.03
2025-09-25,Capesize,85.38,E,2075.53,114831.27
2025-09-26,Handysize,84.06,D,556.63,15160.06
2025-09-26,Supramax,84.06,C,854.22,31020.08
2025-09-26,Panamax,84.06,C,1207.08,54792.26
2025-09-26,Capesize,84.06,B,2204.15,120061.99
2025-09-29,Handysize,86.08,C,537.5,14990.83
2025-09-29,Supramax,86.08,B,795.0,29563.32
2025-09-29,Panamax,86.08,B,1183.13,54995.67
2025-09-29,Capesize,86.08,A,2049.17,114302.37
2025-09-30,Handysize,88.49,E,541.8,15533.82
2025-09-30,Supramax,88.49,C,831.38,31781.73
2025-09-30,Panamax,88.49,A,1172.12,56009.29
2025-09-30,Capesize,88.49,B,2043.9,117200.33
2025-10-01,Handysize,88.07,D,569.28,16244.22
2025-10-01,Supramax,88.07,D,812.71,30920.56
2025-10-01,Panamax,88.07,E,1158.48,55094.76
2025-10-01,Capesize,88.07,B,2151.44,122781.3
2025-10-02,Handysize,89.66,C,528.51,15353.13
2025-10-02,Supramax,89.66,C,818.22,31692.21
2025-10-02,Panamax,89.66,B,1172.57,56771.62
2025-10-02,Capesize,89.66,B,2160.57,125528.43
2025-10-03,Handysize,91.14,C,562.14,16599.63
2025-10-03,Supramax,91.14,D,842.51,33171.71
2025-10-03,Panamax,91.14,D,1156.84,56934.57
2025-10-03,Capesize,91.14,C,2178.99,128688.36
2025-10-06,Handysize,89.38,B,560.06,16218.84
2025-10-06,Supramax,89.38,A,854.41,32990.62
2025-10-06,Panamax,89.38,B,1108.99,53525.62
2025-10-06,Capesize,89.38,D,2160.01,125103.98
2025-10-07,Handysize,88.56,E,554.62,15913.96
2025-10-07,Supramax,88.56,D,787.37,30123.14
2025-10-07,Panamax,88.56,A,1206.38,57691.99
2025-10-07,Capesize,88.56,B,2090.54,119969.57
2025-10-08,Handysize,88.37,C,524.78,15025.44
2025-10-08,Supramax,88.37,A,839.32,32041.75
2025-10-08,Panamax,88.37,A,1130.99,53970.62
2025-10-08,Capesize,88.37,B,2186.76,125222.1
2025-10-09,Handysize,87.13,D,561.97,15864.48
2025-10-09,Supramax,87.13,E,794.06,29888.55
2025-10-09,Panamax,87.13,D,1110.06,52228.55
2025-10-09,Capesize,87.13,B,2099.66,118547.31
2025-10-10,Handysize,86.19,C,575.46,16070.04
2025-10-10,Supramax,86.19,B,825.35,30731.15
2025-10-10,Panamax,86.19,C,1199.84,55843.67
2025-10-10,Capesize,86.19,C,2094.63,116987.43
2025-10-13,Handysize,86.77,C,542.94,15263.93
2025-10-13,Supramax,86.77,C,824.48,30905.34
2025-10-13,Panamax,86.77,C,1191.61,55833.84
2025-10-13,Capesize,86.77,C,2178.38,122483.69
2025-10-14,Handysize,86.38,D,565.98,15840.15
2025-10-14,Supramax,86.38,C,826.67,30848.15
2025-10-14,Panamax,86.38,B,1144.36,53378.9
2025-10-14,Capesize,86.38,B,2141.0,119840.85
2025-10-15,Handysize,88.94,A,576.81,16621.68
2025-10-15,Supramax,88.94,A,802.38,30829.11
2025-10-15,Panamax,88.94,A,1163.28,55869.55
2025-10-15,Capesize,88.94,B,2157.08,124319.25
2025-10-16,Handysize,88.36,A,571.22,16353.25
2025-10-16,Supramax,88.36,C,819.51,31281.94
2025-10-16,Panamax,88.36,C,1170.09,55830.14
2025-10-16,Capesize,88.36,B,2203.78,126182.45
2025-10-17,Handysize,89.39,C,536.04,15524.98
2025-10-17,Supramax,89.39,B,816.12,31515.68
2025-10-17,Panamax,89.39,D,1184.96,57198.73
2025-10-17,Capesize,89.39,B,2148.83,124470.38
2025-10-20,Handysize,87.32,A,568.41,16081.27
2025-10-20,Supramax,87.32,C,854.86,32247.23
2025-10-20,Panamax,87.32,C,1202.86,56718.22
2025-10-20,Capesize,87.32,A,2054.45,116247.68
2025-10-21,Handysize,86.68,C,542.69,15241.08
2025-10-21,Supramax,86.68,C,857.73,32118.35
2025-10-21,Panamax,86.68,C,1118.56,52356.66
2025-10-21,Capesize,86.68,C,2169.44,121854.49
2025-10-22,Handysize,87.07,E,523.01,14754.47
2025-10-22,Supramax,87.07,C,800.55,30112.08
2025-10-22,Panamax,87.07,D,1155.08,54309.32
2025-10-22,Capesize,87.07,B,2068.08,116683.89
2025-10-23,Handysize,87.87,D,567.03,16143.28
2025-10-23,Supramax,87.87,D,808.96,30707.99
2025-10-23,Panamax,87.87,B,1117.07,53004.75
2025-10-23,Capesize,87.87,C,2082.61,118583.31
2025-10-24,Handysize,88.76,C,561.28,16141.42
2025-10-24,Supramax,88.76,D,852.7,32696.2
2025-10-24,Panamax,88.76,A,1133.24,54316.65
2025-10-24,Capesize,88.76,C,2119.33,121896.4
2025-10-27,Handysize,88.32,D,541.51,15495.68
2025-10-27,Supramax,88.32,D,810.71,30932.02
2025-10-27,Panamax,88.32,E,1146.39,54674.55
2025-10-27,Capesize,88.32,C,2173.89,124414.68
2025-10-28,Handysize,88.08,C,569.61,16255.48
2025-10-28,Supramax,88.08,C,804.28,30603.3
2025-10-28,Panamax,88.08,B,1185.76,56398.54
2025-10-28,Capesize,88.08,D,2171.06,123915.07
2025-10-29,Handysize,89.82,B,566.61,16489.3
2025-10-29,Supramax,89.82,C,813.42,31562.52
2025-10-29,Panamax,89.82,A,1189.92,57714.45
2025-10-29,Capesize,89.82,A,2201.19,128116.65
2025-10-30,Handysize,90.43,D,524.99,15381.85
2025-10-30,Supramax,90.43,C,808.14,31570.6
2025-10-30,Panamax,90.43,C,1183.67,57801.21
2025-10-30,Capesize,90.43,B,2025.84,118711.47
2025-10-31,Handysize,93.23,B,576.32,17408.62
2025-10-31,Supramax,93.23,C,818.75,32975.45
2025-10-31,Panamax,93.23,C,1161.72,58485.86
2025-10-31,Capesize,93.23,C,2182.98,131880.46
2025-11-03,Handysize,93.04,A,554.84,16725.63
2025-11-03,Supramax,93.04,B,856.8,34437.6
2025-11-03,Panamax,93.04,D,1115.24,56031.44
2025-11-03,Capesize,93.04,B,2043.02,123173.51
2025-11-04,Handysize,92.52,C,539.46,16171.11
2025-11-04,Supramax,92.52,C,780.6,31199.52
2025-11-04,Panamax,92.52,B,1116.57,55784.73
2025-11-04,Capesize,92.52,B,2141.72,128402.45
2025-11-05,Handysize,92.7,D,565.86,16995.49
2025-11-05,Supramax,92.7,D,788.64,31582.19
2025-11-05,Panamax,92.7,B,1120.76,56103.0
2025-11-05,Capesize,92.7,A,2150.08,129154.45
2025-11-06,Handysize,92.91,A,531.33,15994.54
2025-11-06,Supramax,92.91,B,819.39,32887.95
2025-11-06,Panamax,92.91,A,1194.67,59938.27
2025-11-06,Capesize,92.91,D,2161.98,130163.48
2025-11-07,Handysize,90.93,C,558.25,16446.78
2025-11-07,Supramax,90.93,B,801.62,31489.04
2025-11-07,Panamax,90.93,C,1139.81,55967.18
2025-11-07,Capesize,90.93,B,2154.24,126933.51
2025-11-10,Handysize,90.48,C,538.75,15793.74
2025-11-10,Supramax,90.48,B,815.0,31856.2
2025-11-10,Panamax,90.48,D,1119.77,54711.07
2025-11-10,Capesize,90.48,C,2116.77,124108.43
2025-11-11,Handysize,90.07,B,532.59,15542.4
2025-11-11,Supramax,90.07,D,822.34,31997.45
2025-11-11,Panamax,90.07,C,1112.39,54104.2
2025-11-11,Capesize,90.07,B,2036.16,118841.21
2025-11-12,Handysize,91.31,B,561.49,16611.37
2025-11-12,Supramax,91.31,C,850.35,33542.84
2025-11-12,Panamax,91.31,C,1175.33,57952.47
2025-11-12,Capesize,91.31,E,2018.97,119460.19
2025-11-13,Handysize,91.92,C,536.87,15989.11
2025-11-13,Supramax,91.92,C,853.47,33890.82
2025-11-13,Panamax,91.92,B,1138.35,56504.05
2025-11-13,Capesize,91.92,C,2108.83,125610.69
2025-11-14,Handysize,92.73,D,547.57,16451.48
2025-11-14,Supramax,92.73,B,856.45,34308.84
2025-11-14,Panamax,92.73,A,1142.69,57219.29
2025-11-14,Capesize,92.73,B,2084.28,125242.38
2025-11-17,Handysize,91.63,A,548.76,16291.65
2025-11-17,Supramax,91.63,B,797.29,31560.05
2025-11-17,Panamax,91.63,D,1121.96,55514.81
2025-11-17,Capesize,91.63,B,2199.5,130598.04
2025-11-18,Handysize,90.09,B,554.02,16171.38
2025-11-18,Supramax,90.09,E,821.13,31957.46
2025-11-18,Panamax,90.09,C,1094.08,53225.46
2025-11-18,Capesize,90.09,C,2080.79,121473.02
2025-11-19,Handysize,92.02,B,568.9,16961.46
2025-11-19,Supramax,92.02,C,801.82,31874.46
2025-11-19,Panamax,92.02,C,1175.11,58392.16
2025-11-19,Capesize,92.02,B,2085.28,124343.08
2025-11-20,Handysize,92.6,B,564.87,16947.46
2025-11-20,Supramax,92.6,B,818.69,32750.22
2025-11-20,Panamax,92.6,A,1171.03,58556.18
2025-11-20,Capesize,92.6,C,2075.7,124551.96
2025-11-21,Handysize,91.56,B,573.56,17014.91
2025-11-21,Supramax,91.56,B,801.38,31697.72
2025-11-21,Panamax,91.56,D,1174.43,58066.64
2025-11-21,Capesize,91.56,C,2006.59,119052.75
2025-11-24,Handysize,92.45,B,575.0,17223.44
2025-11-24,Supramax,92.45,C,793.15,31677.14
2025-11-24,Panamax,92.45,B,1139.38,56881.27
2025-11-24,Capesize,92.45,C,2012.18,120544.87
2025-11-25,Handysize,93.62,A,551.73,16735.56
2025-11-25,Supramax,93.62,A,816.21,33010.67
2025-11-25,Panamax,93.62,C,1160.83,58685.53
2025-11-25,Capesize,93.62,C,2000.69,121373.38
2025-11-26,Handysize,96.7,C,537.71,16846.88
2025-11-26,Supramax,96.7,B,858.58,35866.66
2025-11-26,Panamax,96.7,B,1099.2,57398.03
2025-11-26,Capesize,96.7,C,2064.39,129357.98
2025-11-27,Handysize,95.92,E,533.98,16595.07
2025-11-27,Supramax,95.92,B,848.17,35145.99
2025-11-27,Panamax,95.92,C,1112.87,57643.1
2025-11-27,Capesize,95.92,D,2121.09,131838.81
2025-11-28,Handysize,95.61,D,533.08,16513.56
2025-11-28,Supramax,95.61,E,808.23,33382.74
2025-11-28,Panamax,95.61,D,1130.33,58358.26
2025-11-28,Capesize,95.61,B,2041.88,126505.25
2025-12-01,Handysize,94.46,B,564.4,17273.48
2025-12-01,Supramax,94.46,A,828.29,33799.8
2025-12-01,Panamax,94.46,C,1124.0,57333.44
2025-12-01,Capesize,94.46,C,2049.77,125466.59
2025-12-02,Handysize,94.61,A,571.05,17504.76
2025-12-02,Supramax,94.61,A,804.05,32862.75
2025-12-02,Panamax,94.61,A,1109.17,56666.83
2025-12-02,Capesize,94.61,B,2177.62,133503.96
2025-12-03,Handysize,93.38,C,526.54,15930.53
2025-12-03,Supramax,93.38,B,852.1,34373.85
2025-12-03,Panamax,93.38,C,1196.23,60320.14
2025-12-03,Capesize,93.38,A,2001.98,121140.29
2025-12-04,Handysize,92.52,A,524.55,15724.16
2025-12-04,Supramax,92.52,C,860.13,34378.23
2025-12-04,Panamax,92.52,B,1205.0,60202.76
2025-12-04,Capesize,92.52,C,2028.16,121594.2
2025-12-05,Handysize,92.28,B,544.35,16275.37
2025-12-05,Supramax,92.28,A,818.64,32635.05
2025-12-05,Panamax,92.28,A,1144.67,57040.28
2025-12-05,Capesize,92.28,C,2014.53,120463.74
2025-12-08,Handysize,94.37,C,524.65,16041.64
2025-12-08,Supramax,94.37,D,842.1,34330.6
