date,origin_port,destination_port,vessel_class,route_distance_nm,freight_rate_usd_per_ton
2026-03-16,Maputo,Gangavaram,Panamax,4200,19.42
2026-03-16,Maputo,Haldia,Handysize,4380,26.67
2026-03-16,Maputo,Gopalpur,Supramax,4230,22.95
2026-03-16,Norfolk,Paradip,Capesize,9150,30.74
2026-03-16,Norfolk,Visakhapatnam (Outer),Capesize,9110,31.42
2026-03-16,Norfolk,Visakhapatnam (Inner),Panamax,9110,38.07
2026-03-16,Norfolk,Dhamra,Capesize,9180,30.63
2026-03-16,Norfolk,Gangavaram,Capesize,9100,31.41
2026-03-16,Norfolk,Haldia,Supramax,9280,44.5
2026-03-16,Norfolk,Gopalpur,Panamax,9130,37.61
2026-03-23,Newcastle,Paradip,Panamax,4820,21.65
2026-03-23,Newcastle,Visakhapatnam (Outer),Capesize,4870,18.29
2026-03-23,Newcastle,Visakhapatnam (Inner),Panamax,4870,22.83
2026-03-23,Newcastle,Dhamra,Capesize,4800,17.96
2026-03-23,Newcastle,Gangavaram,Capesize,4880,17.98
2026-03-23,Newcastle,Haldia,Supramax,4950,25.62
2026-03-23,Newcastle,Gopalpur,Panamax,4840,22.49
2026-03-23,Samarinda,Paradip,Panamax,2150,11.23
2026-03-23,Samarinda,Visakhapatnam (Outer),Panamax,2190,11.13
2026-03-23,Samarinda,Visakhapatnam (Inner),Supramax,2190,13.02
2026-03-23,Samarinda,Dhamra,Panamax,2130,11.05
2026-03-23,Samarinda,Gangavaram,Panamax,2200,11.06
2026-03-23,Samarinda,Haldia,Handysize,2280,15.12
2026-03-23,Samarinda,Gopalpur,Supramax,2160,12.86
2026-03-23,Richards Bay,Paradip,Capesize,4450,16.57
2026-03-23,Richards Bay,Visakhapatnam (Outer),Capesize,4410,16.69
2026-03-23,Richards Bay,Visakhapatnam (Inner),Panamax,4410,20.08
2026-03-23,Richards Bay,Dhamra,Capesize,4480,16.89
2026-03-23,Richards Bay,Gangavaram,Capesize,4400,16.95
2026-03-23,Richards Bay,Haldia,Supramax,4580,24.26
2026-03-23,Richards Bay,Gopalpur,Panamax,4430,20.29
2026-03-23,Maputo,Paradip,Panamax,4250,19.53
2026-03-23,Maputo,Visakhapatnam (Outer),Panamax,4210,20.14
2026-03-23,Maputo,Visakhapatnam (Inner),Supramax,4210,22.18
2026-03-23,Maputo,Dhamra,Panamax,4280,20.28
2026-03-23,Maputo,Gangavaram,Panamax,4200,19.39
2026-03-23,Maputo,Haldia,Handysize,4380,26.79
2026-03-23,Maputo,Gopalpur,Supramax,4230,22.47
2026-03-23,Norfolk,Paradip,Capesize,9150,30.99
2026-03-23,Norfolk,Visakhapatnam (Outer),Capesize,9110,30.98
2026-03-23,Norfolk,Visakhapatnam (Inner),Panamax,9110,38.18
2026-03-23,Norfolk,Dhamra,Capesize,9180,31.63
2026-03-23,Norfolk,Gangavaram,Capesize,9100,30.76
2026-03-23,Norfolk,Haldia,Supramax,9280,44.09
2026-03-23,Norfolk,Gopalpur,Panamax,9130,37.47
2026-03-30,Newcastle,Paradip,Panamax,4820,22.26
2026-03-30,Newcastle,Visakhapatnam (Outer),Capesize,4870,18.58
2026-03-30,Newcastle,Visakhapatnam (Inner),Panamax,4870,22.77
2026-03-30,Newcastle,Dhamra,Capesize,4800,18.21
2026-03-30,Newcastle,Gangavaram,Capesize,4880,18.11
2026-03-30,Newcastle,Haldia,Supramax,4950,26.47
2026-03-30,Newcastle,Gopalpur,Panamax,4840,21.88
2026-03-30,Samarinda,Paradip,Panamax,2150,11.05
2026-03-30,Samarinda,Visakhapatnam (Outer),Panamax,2190,11.18
2026-03-30,Samarinda,Visakhapatnam (Inner),Supramax,2190,12.66
2026-03-30,Samarinda,Dhamra,Panamax,2130,10.89
2026-03-30,Samarinda,Gangavaram,Panamax,2200,11.13
2026-03-30,Samarinda,Haldia,Handysize,2280,15.24
2026-03-30,Samarinda,Gopalpur,Supramax,2160,12.86
2026-03-30,Richards Bay,Paradip,Capesize,4450,16.63
2026-03-30,Richards Bay,Visakhapatnam (Outer),Capesize,4410,16.59
2026-03-30,Richards Bay,Visakhapatnam (Inner),Panamax,4410,20.01
2026-03-30,Richards Bay,Dhamra,Capesize,4480,16.74
2026-03-30,Richards Bay,Gangavaram,Capesize,4400,17.0
2026-03-30,Richards Bay,Haldia,Supramax,4580,24.37
2026-03-30,Richards Bay,Gopalpur,Panamax,4430,20.73
2026-03-30,Maputo,Paradip,Panamax,4250,19.82
2026-03-30,Maputo,Visakhapatnam (Outer),Panamax,4210,20.19
2026-03-30,Maputo,Visakhapatnam (Inner),Supramax,4210,23.08
2026-03-30,Maputo,Dhamra,Panamax,4280,19.99
2026-03-30,Maputo,Gangavaram,Panamax,4200,19.29
2026-03-30,Maputo,Haldia,Handysize,4380,26.35
2026-03-30,Maputo,Gopalpur,Supramax,4230,22.19
2026-03-30,Norfolk,Paradip,Capesize,9150,31.59
2026-03-30,Norfolk,Visakhapatnam (Outer),Capesize,9110,31.74
2026-03-30,Norfolk,Visakhapatnam (Inner),Panamax,9110,38.08
2026-03-30,Norfolk,Dhamra,Capesize,9180,31.18
2026-03-30,Norfolk,Gangavaram,Capesize,9100,31.54
2026-03-30,Norfolk,Haldia,Supramax,9280,43.86
2026-03-30,Norfolk,Gopalpur,Panamax,9130,37.78
2026-04-06,Newcastle,Paradip,Panamax,4820,21.06
2026-04-06,Newcastle,Visakhapatnam (Outer),Capesize,4870,17.72
2026-04-06,Newcastle,Visakhapatnam (Inner),Panamax,4870,21.66
2026-04-06,Newcastle,Dhamra,Capesize,4800,17.42
2026-04-06,Newcastle,Gangavaram,Capesize,4880,18.1
2026-04-06,Newcastle,Haldia,Supramax,4950,25.39
2026-04-06,Newcastle,Gopalpur,Panamax,4840,21.15
2026-04-06,Samarinda,Paradip,Panamax,2150,10.73
2026-04-06,Samarinda,Visakhapatnam (Outer),Panamax,2190,10.93
2026-04-06,Samarinda,Visakhapatnam (Inner),Supramax,2190,12.42
2026-04-06,Samarinda,Dhamra,Panamax,2130,10.55
2026-04-06,Samarinda,Gangavaram,Panamax,2200,10.91
2026-04-06,Samarinda,Haldia,Handysize,2280,14.66
2026-04-06,Samarinda,Gopalpur,Supramax,2160,12.39
2026-04-06,Richards Bay,Paradip,Capesize,4450,16.98
2026-04-06,Richards Bay,Visakhapatnam (Outer),Capesize,4410,16.07
2026-04-06,Richards Bay,Visakhapatnam (Inner),Panamax,4410,20.44
2026-04-06,Richards Bay,Dhamra,Capesize,4480,16.45
2026-04-06,Richards Bay,Gangavaram,Capesize,4400,16.53
2026-04-06,Richards Bay,Haldia,Supramax,4580,23.6
2026-04-06,Richards Bay,Gopalpur,Panamax,4430,19.97
2026-04-06,Maputo,Paradip,Panamax,4250,19.81
2026-04-06,Maputo,Visakhapatnam (Outer),Panamax,4210,19.09
2026-04-06,Maputo,Visakhapatnam (Inner),Supramax,4210,22.09
2026-04-06,Maputo,Dhamra,Panamax,4280,19.9
2026-04-06,Maputo,Gangavaram,Panamax,4200,19.2
2026-04-06,Maputo,Haldia,Handysize,4380,25.27
2026-04-06,Maputo,Gopalpur,Supramax,4230,21.87
2026-04-06,Norfolk,Paradip,Capesize,9150,31.21
2026-04-06,Norfolk,Visakhapatnam (Outer),Capesize,9110,29.98
2026-04-06,Norfolk,Visakhapatnam (Inner),Panamax,9110,36.78
2026-04-06,Norfolk,Dhamra,Capesize,9180,30.71
2026-04-06,Norfolk,Gangavaram,Capesize,9100,30.17
2026-04-06,Norfolk,Haldia,Supramax,9280,42.92
2026-04-06,Norfolk,Gopalpur,Panamax,9130,37.88
2026-04-13,Newcastle,Paradip,Panamax,4820,22.43
2026-04-13,Newcastle,Visakhapatnam (Outer),Capesize,4870,17.94
2026-04-13,Newcastle,Visakhapatnam (Inner),Panamax,4870,21.79
2026-04-13,Newcastle,Dhamra,Capesize,4800,18.17
2026-04-13,Newcastle,Gangavaram,Capesize,4880,17.87
2026-04-13,Newcastle,Haldia,Supramax,4950,26.26
2026-04-13,Newcastle,Gopalpur,Panamax,4840,21.61
2026-04-13,Samarinda,Paradip,Panamax,2150,10.94
2026-04-13,Samarinda,Visakhapatnam (Outer),Panamax,2190,11.37
2026-04-13,Samarinda,Visakhapatnam (Inner),Supramax,2190,13.18
2026-04-13,Samarinda,Dhamra,Panamax,2130,11.09
2026-04-13,Samarinda,Gangavaram,Panamax,2200,11.52
2026-04-13,Samarinda,Haldia,Handysize,2280,14.82
2026-04-13,Samarinda,Gopalpur,Supramax,2160,12.91
2026-04-13,Richards Bay,Paradip,Capesize,4450,17.13
2026-04-13,Richards Bay,Visakhapatnam (Outer),Capesize,4410,17.02
2026-04-13,Richards Bay,Visakhapatnam (Inner),Panamax,4410,20.37
2026-04-13,Richards Bay,Dhamra,Capesize,4480,17.05
2026-04-13,Richards Bay,Gangavaram,Capesize,4400,16.45
2026-04-13,Richards Bay,Haldia,Supramax,4580,24.65
2026-04-13,Richards Bay,Gopalpur,Panamax,4430,20.09
2026-04-13,Maputo,Paradip,Panamax,4250,19.56
2026-04-13,Maputo,Visakhapatnam (Outer),Panamax,4210,20.06
2026-04-13,Maputo,Visakhapatnam (Inner),Supramax,4210,22.21
2026-04-13,Maputo,Dhamra,Panamax,4280,19.53
2026-04-13,Maputo,Gangavaram,Panamax,4200,19.61
2026-04-13,Maputo,Haldia,Handysize,4380,25.59
2026-04-13,Maputo,Gopalpur,Supramax,4230,22.49
2026-04-13,Norfolk,Paradip,Capesize,9150,30.94
2026-04-13,Norfolk,Visakhapatnam (Outer),Capesize,9110,31.23
2026-04-13,Norfolk,Visakhapatnam (Inner),Panamax,9110,37.26
2026-04-13,Norfolk,Dhamra,Capesize,9180,31.68
2026-04-13,Norfolk,Gangavaram,Capesize,9100,31.12
2026-04-13,Norfolk,Haldia,Supramax,9280,44.25
2026-04-13,Norfolk,Gopalpur,Panamax,9130,37.14
2026-04-20,Newcastle,Paradip,Panamax,4820,20.74
2026-04-20,Newcastle,Visakhapatnam (Outer),Capesize,4870,18.05
2026-04-20,Newcastle,Visakhapatnam (Inner),Panamax,4870,21.26
2026-04-20,Newcastle,Dhamra,Capesize,4800,17.41
2026-04-20,Newcastle,Gangavaram,Capesize,4880,17.53
2026-04-20,Newcastle,Haldia,Supramax,4950,25.33
2026-04-20,Newcastle,Gopalpur,Panamax,4840,21.37
2026-04-20,Samarinda,Paradip,Panamax,2150,10.85
2026-04-20,Samarinda,Visakhapatnam (Outer),Panamax,2190,10.79
2026-04-20,Samarinda,Visakhapatnam (Inner),Supramax,2190,12.57
2026-04-20,Samarinda,Dhamra,Panamax,2130,10.79
2026-04-20,Samarinda,Gangavaram,Panamax,2200,11.12
2026-04-20,Samarinda,Haldia,Handysize,2280,14.85
2026-04-20,Samarinda,Gopalpur,Supramax,2160,12.07
2026-04-20,Richards Bay,Paradip,Capesize,4450,16.3
2026-04-20,Richards Bay,Visakhapatnam (Outer),Capesize,4410,16.59
2026-04-20,Richards Bay,Visakhapatnam (Inner),Panamax,4410,19.41
2026-04-20,Richards Bay,Dhamra,Capesize,4480,16.79
2026-04-20,Richards Bay,Gangavaram,Capesize,4400,16.42
2026-04-20,Richards Bay,Haldia,Supramax,4580,23.52
2026-04-20,Richards Bay,Gopalpur,Panamax,4430,19.41
2026-04-20,Maputo,Paradip,Panamax,4250,19.44
2026-04-20,Maputo,Visakhapatnam (Outer),Panamax,4210,18.69
2026-04-20,Maputo,Visakhapatnam (Inner),Supramax,4210,21.38
2026-04-20,Maputo,Dhamra,Panamax,4280,19.24
2026-04-20,Maputo,Gangavaram,Panamax,4200,18.58
2026-04-20,Maputo,Haldia,Handysize,4380,25.16
2026-04-20,Maputo,Gopalpur,Supramax,4230,22.06
2026-04-20,Norfolk,Paradip,Capesize,9150,30.6
2026-04-20,Norfolk,Visakhapatnam (Outer),Capesize,9110,30.27
2026-04-20,Norfolk,Visakhapatnam (Inner),Panamax,9110,37.15
2026-04-20,Norfolk,Dhamra,Capesize,9180,30.28
2026-04-20,Norfolk,Gangavaram,Capesize,9100,29.97
2026-04-20,Norfolk,Haldia,Supramax,9280,42.65
2026-04-20,Norfolk,Gopalpur,Panamax,9130,36.09
2026-04-27,Newcastle,Paradip,Panamax,4820,21.63
2026-04-27,Newcastle,Visakhapatnam (Outer),Capesize,4870,17.75
2026-04-27,Newcastle,Visakhapatnam (Inner),Panamax,4870,21.88
2026-04-27,Newcastle,Dhamra,Capesize,4800,17.3
2026-04-27,Newcastle,Gangavaram,Capesize,4880,17.51
2026-04-27,Newcastle,Haldia,Supramax,4950,25.36
2026-04-27,Newcastle,Gopalpur,Panamax,4840,21.88
2026-04-27,Samarinda,Paradip,Panamax,2150,10.71
2026-04-27,Samarinda,Visakhapatnam (Outer),Panamax,2190,10.7
2026-04-27,Samarinda,Visakhapatnam (Inner),Supramax,2190,12.72
2026-04-27,Samarinda,Dhamra,Panamax,2130,10.86
2026-04-27,Samarinda,Gangavaram,Panamax,2200,10.88
2026-04-27,Samarinda,Haldia,Handysize,2280,14.79
2026-04-27,Samarinda,Gopalpur,Supramax,2160,12.67
2026-04-27,Richards Bay,Paradip,Capesize,4450,16.39
2026-04-27,Richards Bay,Visakhapatnam (Outer),Capesize,4410,16.58
2026-04-27,Richards Bay,Visakhapatnam (Inner),Panamax,4410,19.93
2026-04-27,Richards Bay,Dhamra,Capesize,4480,16.44
2026-04-27,Richards Bay,Gangavaram,Capesize,4400,16.53
2026-04-27,Richards Bay,Haldia,Supramax,4580,23.27
2026-04-27,Richards Bay,Gopalpur,Panamax,4430,20.19
2026-04-27,Maputo,Paradip,Panamax,4250,18.91
2026-04-27,Maputo,Visakhapatnam (Outer),Panamax,4210,19.11
2026-04-27,Maputo,Visakhapatnam (Inner),Supramax,4210,22.02
2026-04-27,Maputo,Dhamra,Panamax,4280,19.36
2026-04-27,Maputo,Gangavaram,Panamax,4200,18.84
2026-04-27,Maputo,Haldia,Handysize,4380,25.89
2026-04-27,Maputo,Gopalpur,Supramax,4230,21.47
2026-04-27,Norfolk,Paradip,Capesize,9150,30.69
2026-04-27,Norfolk,Visakhapatnam (Outer),Capesize,9110,29.76
2026-04-27,Norfolk,Visakhapatnam (Inner),Panamax,9110,36.0
2026-04-27,Norfolk,Dhamra,Capesize,9180,30.56
2026-04-27,Norfolk,Gangavaram,Capesize,9100,30.37
2026-04-27,Norfolk,Haldia,Supramax,9280,43.62
2026-04-27,Norfolk,Gopalpur,Panamax,9130,36.61
2026-05-04,Newcastle,Paradip,Panamax,4820,21.02
2026-05-04,Newcastle,Visakhapatnam (Outer),Capesize,4870,17.66
2026-05-04,Newcastle,Visakhapatnam (Inner),Panamax,4870,21.92
2026-05-04,Newcastle,Dhamra,Capesize,4800,17.45
2026-05-04,Newcastle,Gangavaram,Capesize,4880,18.0
2026-05-04,Newcastle,Haldia,Supramax,4950,25.58
2026-05-04,Newcastle,Gopalpur,Panamax,4840,21.21
2026-05-04,Samarinda,Paradip,Panamax,2150,10.72
2026-05-04,Samarinda,Visakhapatnam (Outer),Panamax,2190,10.91
2026-05-04,Samarinda,Visakhapatnam (Inner),Supramax,2190,12.46
2026-05-04,Samarinda,Dhamra,Panamax,2130,10.71
2026-05-04,Samarinda,Gangavaram,Panamax,2200,11.23
2026-05-04,Samarinda,Haldia,Handysize,2280,14.44
2026-05-04,Samarinda,Gopalpur,Supramax,2160,12.75
2026-05-04,Richards Bay,Paradip,Capesize,4450,16.65
2026-05-04,Richards Bay,Visakhapatnam (Outer),Capesize,4410,16.6
2026-05-04,Richards Bay,Visakhapatnam (Inner),Panamax,4410,20.42
2026-05-04,Richards Bay,Dhamra,Capesize,4480,16.47
2026-05-04,Richards Bay,Gangavaram,Capesize,4400,16.21
2026-05-04,Richards Bay,Haldia,Supramax,4580,23.73
2026-05-04,Richards Bay,Gopalpur,Panamax,4430,20.05
2026-05-04,Maputo,Paradip,Panamax,4250,19.66
2026-05-04,Maputo,Visakhapatnam (Outer),Panamax,4210,18.75
2026-05-04,Maputo,Visakhapatnam (Inner),Supramax,4210,22.36
2026-05-04,Maputo,Dhamra,Panamax,4280,19.61
2026-05-04,Maputo,Gangavaram,Panamax,4200,19.58
2026-05-04,Maputo,Haldia,Handysize,4380,25.22
2026-05-04,Maputo,Gopalpur,Supramax,4230,22.29
2026-05-04,Norfolk,Paradip,Capesize,9150,30.45
2026-05-04,Norfolk,Visakhapatnam (Outer),Capesize,9110,29.88
2026-05-04,Norfolk,Visakhapatnam (Inner),Panamax,9110,36.66
2026-05-04,Norfolk,Dhamra,Capesize,9180,30.42
2026-05-04,Norfolk,Gangavaram,Capesize,9100,30.63
2026-05-04,Norfolk,Haldia,Supramax,9280,42.14
2026-05-04,Norfolk,Gopalpur,Panamax,9130,36.79
2026-05-11,Newcastle,Paradip,Panamax,4820,21.07
2026-05-11,Newcastle,Visakhapatnam (Outer),Capesize,4870,17.87
2026-05-11,Newcastle,Visakhapatnam (Inner),Panamax,4870,21.52
2026-05-11,Newcastle,Dhamra,Capesize,4800,17.46
2026-05-11,Newcastle,Gangavaram,Capesize,4880,17.76
2026-05-11,Newcastle,Haldia,Supramax,4950,24.9
2026-05-11,Newcastle,Gopalpur,Panamax,4840,21.05
2026-05-11,Samarinda,Paradip,Panamax,2150,10.71
2026-05-11,Samarinda,Visakhapatnam (Outer),Panamax,2190,10.71
2026-05-11,Samarinda,Visakhapatnam (Inner),Supramax,2190,12.61
2026-05-11,Samarinda,Dhamra,Panamax,2130,10.31
2026-05-11,Samarinda,Gangavaram,Panamax,2200,10.93
2026-05-11,Samarinda,Haldia,Handysize,2280,14.48
2026-05-11,Samarinda,Gopalpur,Supramax,2160,12.16
2026-05-11,Richards Bay,Paradip,Capesize,4450,16.5
2026-05-11,Richards Bay,Visakhapatnam (Outer),Capesize,4410,16.25
2026-05-11,Richards Bay,Visakhapatnam (Inner),Panamax,4410,19.95
2026-05-11,Richards Bay,Dhamra,Capesize,4480,16.55
2026-05-11,Richards Bay,Gangavaram,Capesize,4400,16.24
2026-05-11,Richards Bay,Haldia,Supramax,4580,23.61
2026-05-11,Richards Bay,Gopalpur,Panamax,4430,19.64
2026-05-11,Maputo,Paradip,Panamax,4250,18.93
2026-05-11,Maputo,Visakhapatnam (Outer),Panamax,4210,19.09
2026-05-11,Maputo,Visakhapatnam (Inner),Supramax,4210,21.05
2026-05-11,Maputo,Dhamra,Panamax,4280,18.73
2026-05-11,Maputo,Gangavaram,Panamax,4200,18.34
2026-05-11,Maputo,Haldia,Handysize,4380,24.64
2026-05-11,Maputo,Gopalpur,Supramax,4230,21.71
2026-05-11,Norfolk,Paradip,Capesize,9150,30.61
2026-05-11,Norfolk,Visakhapatnam (Outer),Capesize,9110,30.03
2026-05-11,Norfolk,Visakhapatnam (Inner),Panamax,9110,36.69
2026-05-11,Norfolk,Dhamra,Capesize,9180,30.31
2026-05-11,Norfolk,Gangavaram,Capesize,9100,30.43
2026-05-11,Norfolk,Haldia,Supramax,9280,41.17
2026-05-11,Norfolk,Gopalpur,Panamax,9130,36.01
2026-05-18,Newcastle,Paradip,Panamax,4820,21.6
2026-05-18,Newcastle,Visakhapatnam (Outer),Capesize,4870,18.12
2026-05-18,Newcastle,Visakhapatnam (Inner),Panamax,4870,22.06
2026-05-18,Newcastle,Dhamra,Capesize,4800,17.81
2026-05-18,Newcastle,Gangavaram,Capesize,4880,18.05
2026-05-18,Newcastle,Haldia,Supramax,4950,25.58
2026-05-18,Newcastle,Gopalpur,Panamax,4840,21.38
2026-05-18,Samarinda,Paradip,Panamax,2150,10.69
2026-05-18,Samarinda,Visakhapatnam (Outer),Panamax,2190,10.95
2026-05-18,Samarinda,Visakhapatnam (Inner),Supramax,2190,12.41
2026-05-18,Samarinda,Dhamra,Panamax,2130,10.69
2026-05-18,Samarinda,Gangavaram,Panamax,2200,11.22
2026-05-18,Samarinda,Haldia,Handysize,2280,15.07
2026-05-18,Samarinda,Gopalpur,Supramax,2160,12.6
2026-05-18,Richards Bay,Paradip,Capesize,4450,16.99
2026-05-18,Richards Bay,Visakhapatnam (Outer),Capesize,4410,16.9
2026-05-18,Richards Bay,Visakhapatnam (Inner),Panamax,4410,20.0
2026-05-18,Richards Bay,Dhamra,Capesize,4480,16.87
2026-05-18,Richards Bay,Gangavaram,Capesize,4400,16.37
2026-05-18,Richards Bay,Haldia,Supramax,4580,24.33
2026-05-18,Richards Bay,Gopalpur,Panamax,4430,20.02
2026-05-18,Maputo,Paradip,Panamax,4250,19.25
2026-05-18,Maputo,Visakhapatnam (Outer),Panamax,4210,19.64
2026-05-18,Maputo,Visakhapatnam (Inner),Supramax,4210,21.71
2026-05-18,Maputo,Dhamra,Panamax,4280,19.68
2026-05-18,Maputo,Gangavaram,Panamax,4200,19.04
2026-05-18,Maputo,Haldia,Handysize,4380,25.37
2026-05-18,Maputo,Gopalpur,Supramax,4230,21.78
2026-05-18,Norfolk,Paradip,Capesize,9150,31.15
2026-05-18,Norfolk,Visakhapatnam (Outer),Capesize,9110,30.65
2026-05-18,Norfolk,Visakhapatnam (Inner),Panamax,9110,37.67
2026-05-18,Norfolk,Dhamra,Capesize,9180,31.38
2026-05-18,Norfolk,Gangavaram,Capesize,9100,30.76
2026-05-18,Norfolk,Haldia,Supramax,9280,43.97
2026-05-18,Norfolk,Gopalpur,Panamax,9130,36.39
2026-05-25,Newcastle,Paradip,Panamax,4820,22.43
2026-05-25,Newcastle,Visakhapatnam (Outer),Capesize,4870,18.12
2026-05-25,Newcastle,Visakhapatnam (Inner),Panamax,4870,22.43
2026-05-25,Newcastle,Dhamra,Capesize,4800,18.26
2026-05-25,Newcastle,Gangavaram,Capesize,4880,18.68
2026-05-25,Newcastle,Haldia,Supramax,4950,26.17
2026-05-25,Newcastle,Gopalpur,Panamax,4840,22.66
2026-05-25,Samarinda,Paradip,Panamax,2150,11.0
2026-05-25,Samarinda,Visakhapatnam (Outer),Panamax,2190,11.44
2026-05-25,Samarinda,Visakhapatnam (Inner),Supramax,2190,12.7
2026-05-25,Samarinda,Dhamra,Panamax,2130,10.93
2026-05-25,Samarinda,Gangavaram,Panamax,2200,11.37
2026-05-25,Samarinda,Haldia,Handysize,2280,15.14
2026-05-25,Samarinda,Gopalpur,Supramax,2160,12.67
2026-05-25,Richards Bay,Paradip,Capesize,4450,17.4
2026-05-25,Richards Bay,Visakhapatnam (Outer),Capesize,4410,16.65
2026-05-25,Richards Bay,Visakhapatnam (Inner),Panamax,4410,20.63
2026-05-25,Richards Bay,Dhamra,Capesize,4480,17.24
2026-05-25,Richards Bay,Gangavaram,Capesize,4400,16.53
2026-05-25,Richards Bay,Haldia,Supramax,4580,24.52
2026-05-25,Richards Bay,Gopalpur,Panamax,4430,21.06
2026-05-25,Maputo,Paradip,Panamax,4250,20.3
2026-05-25,Maputo,Visakhapatnam (Outer),Panamax,4210,19.66
2026-05-25,Maputo,Visakhapatnam (Inner),Supramax,4210,22.13
2026-05-25,Maputo,Dhamra,Panamax,4280,19.65
2026-05-25,Maputo,Gangavaram,Panamax,4200,19.16
2026-05-25,Maputo,Haldia,Handysize,4380,25.85
2026-05-25,Maputo,Gopalpur,Supramax,4230,23.06
2026-05-25,Norfolk,Paradip,Capesize,9150,31.81
2026-05-25,Norfolk,Visakhapatnam (Outer),Capesize,9110,31.26
2026-05-25,Norfolk,Visakhapatnam (Inner),Panamax,9110,37.81
2026-05-25,Norfolk,Dhamra,Capesize,9180,31.56
2026-05-25,Norfolk,Gangavaram,Capesize,9100,30.87
2026-05-25,Norfolk,Haldia,Supramax,9280,44.18
2026-05-25,Norfolk,Gopalpur,Panamax,9130,38.09
2026-06-01,Newcastle,Paradip,Panamax,4820,22.6
2026-06-01,Newcastle,Visakhapatnam (Outer),Capesize,4870,19.09
2026-06-01,Newcastle,Visakhapatnam (Inner),Panamax,4870,23.23
2026-06-01,Newcastle,Dhamra,Capesize,4800,18.48
2026-06-01,Newcastle,Gangavaram,Capesize,4880,19.18
2026-06-01,Newcastle,Haldia,Supramax,4950,27.22
2026-06-01,Newcastle,Gopalpur,Panamax,4840,22.87
2026-06-01,Samarinda,Paradip,Panamax,2150,11.61
2026-06-01,Samarinda,Visakhapatnam (Outer),Panamax,2190,12.04
2026-06-01,Samarinda,Visakhapatnam (Inner),Supramax,2190,13.39
2026-06-01,Samarinda,Dhamra,Panamax,2130,11.5
2026-06-01,Samarinda,Gangavaram,Panamax,2200,11.74
2026-06-01,Samarinda,Haldia,Handysize,2280,15.42
2026-06-01,Samarinda,Gopalpur,Supramax,2160,13.63
2026-06-01,Richards Bay,Paradip,Capesize,4450,17.73
2026-06-01,Richards Bay,Visakhapatnam (Outer),Capesize,4410,17.51
2026-06-01,Richards Bay,Visakhapatnam (Inner),Panamax,4410,21.43
2026-06-01,Richards Bay,Dhamra,Capesize,4480,17.99
2026-06-01,Richards Bay,Gangavaram,Capesize,4400,17.34
2026-06-01,Richards Bay,Haldia,Supramax,4580,25.63
2026-06-01,Richards Bay,Gopalpur,Panamax,4430,21.84
2026-06-01,Maputo,Paradip,Panamax,4250,20.24
2026-06-01,Maputo,Visakhapatnam (Outer),Panamax,4210,20.04
2026-06-01,Maputo,Visakhapatnam (Inner),Supramax,4210,23.37
2026-06-01,Maputo,Dhamra,Panamax,4280,21.27
2026-06-01,Maputo,Gangavaram,Panamax,4200,20.96
2026-06-01,Maputo,Haldia,Handysize,4380,27.46
2026-06-01,Maputo,Gopalpur,Supramax,4230,23.47
2026-06-01,Norfolk,Paradip,Capesize,9150,32.18
2026-06-01,Norfolk,Visakhapatnam (Outer),Capesize,9110,33.25
2026-06-01,Norfolk,Visakhapatnam (Inner),Panamax,9110,38.85
2026-06-01,Norfolk,Dhamra,Capesize,9180,32.81
2026-06-01,Norfolk,Gangavaram,Capesize,9100,32.85
2026-06-01,Norfolk,Haldia,Supramax,9280,46.73
2026-06-01,Norfolk,Gopalpur,Panamax,9130,39.37
2026-06-08,Newcastle,Paradip,Panamax,4820,23.14
2026-06-08,Newcastle,Visakhapatnam (Outer),Capesize,4870,19.29
2026-06-08,Newcastle,Visakhapatnam (Inner),Panamax,4870,23.42
2026-06-08,Newcastle,Dhamra,Capesize,4800,19.28
2026-06-08,Newcastle,Gangavaram,Capesize,4880,19.37
2026-06-08,Newcastle,Haldia,Supramax,4950,26.86
2026-06-08,Newcastle,Gopalpur,Panamax,4840,22.73
2026-06-08,Samarinda,Paradip,Panamax,2150,11.49
2026-06-08,Samarinda,Visakhapatnam (Outer),Panamax,2190,11.86
2026-06-08,Samarinda,Visakhapatnam (Inner),Supramax,2190,13.6
2026-06-08,Samarinda,Dhamra,Panamax,2130,11.51
2026-06-08,Samarinda,Gangavaram,Panamax,2200,11.62
2026-06-08,Samarinda,Haldia,Handysize,2280,15.72
2026-06-08,Samarinda,Gopalpur,Supramax,2160,13.08
2026-06-08,Richards Bay,Paradip,Capesize,4450,17.92
2026-06-08,Richards Bay,Visakhapatnam (Outer),Capesize,4410,17.35
2026-06-08,Richards Bay,Visakhapatnam (Inner),Panamax,4410,21.02
2026-06-08,Richards Bay,Dhamra,Capesize,4480,17.75
2026-06-08,Richards Bay,Gangavaram,Capesize,4400,17.51
2026-06-08,Richards Bay,Haldia,Supramax,4580,25.8
2026-06-08,Richards Bay,Gopalpur,Panamax,4430,21.17
2026-06-08,Maputo,Paradip,Panamax,4250,20.8
2026-06-08,Maputo,Visakhapatnam (Outer),Panamax,4210,20.14
2026-06-08,Maputo,Visakhapatnam (Inner),Supramax,4210,23.73
2026-06-08,Maputo,Dhamra,Panamax,4280,20.87
2026-06-08,Maputo,Gangavaram,Panamax,4200,21.05
2026-06-08,Maputo,Haldia,Handysize,4380,27.16
2026-06-08,Maputo,Gopalpur,Supramax,4230,23.64
